1602752744 1 0 0
1604593076 1 126 0
1604740098 551345 126 0
1604741844 551363 126 0
1604742384 551383 126 0
1605443148 551407 126 0
1605443299 551408 126 0
1605449778 551650 126 0
1607017598 551650 1032 0
1607021569 551650 1120 0
1607023937 551650 1285 0
1607024569 551650 1391 0
1607025329 551650 1414 0
1607027829 551650 1509 0
1607034019 551650 2253 0
1607067163 551671 2253 0
1607103404 551699 2253 0
1607108086 551788 2253 0
1607110326 551801 2253 0
1607115452 551839 2253 0
1607117182 551933 2253 0
1607167173 551989 2253 0
1607181072 552013 2253 0
1607182343 552024 2253 0
1607289876 552024 2461 0
1607290384 552024 2464 0
1607290556 552194 2464 0
1607291737 552382 2464 0
1607292094 552382 2499 0
1607292297 552417 2499 0
1607292396 552417 2501 0
1607292604 552417 2507 0
1607294550 552417 2526 0
1607294767 552417 2526 0
1607294845 552417 2526 0
1607296571 552417 2541 0
1607298065 552417 2594 0
